date,series_id,value,realtime_start,realtime_end
1991-09-04,WILL5000IND,10.22,2023-03-19,2023-03-19
1991-09-05,WILL5000IND,10.2,2023-03-19,2023-03-19
1991-09-06,WILL5000IND,10.2,2023-03-19,2023-03-19
1991-09-09,WILL5000IND,10.19,2023-03-19,2023-03-19
1991-09-10,WILL5000IND,10.08,2023-03-19,2023-03-19
1991-09-11,WILL5000IND,10.1,2023-03-19,2023-03-19
1991-09-12,WILL5000IND,10.17,2023-03-19,2023-03-19
1991-09-13,WILL5000IND,10.08,2023-03-19,2023-03-19
1991-09-16,WILL5000IND,10.12,2023-03-19,2023-03-19
1991-09-17,WILL5000IND,10.12,2023-03-19,2023-03-19
1991-09-18,WILL5000IND,10.15,2023-03-19,2023-03-19
1991-09-19,WILL5000IND,10.19,2023-03-19,2023-03-19
1991-09-20,WILL5000IND,10.22,2023-03-19,2023-03-19
1991-09-23,WILL5000IND,10.17,2023-03-19,2023-03-19
1991-09-24,WILL5000IND,10.22,2023-03-19,2023-03-19
1991-09-25,WILL5000IND,10.2,2023-03-19,2023-03-19
1991-09-26,WILL5000IND,10.2,2023-03-19,2023-03-19
1991-09-27,WILL5000IND,10.18,2023-03-19,2023-03-19
1991-09-30,WILL5000IND,10.24,2023-03-19,2023-03-19
1991-10-01,WILL5000IND,10.27,2023-03-19,2023-03-19
1991-10-02,WILL5000IND,10.24,2023-03-19,2023-03-19
1991-10-03,WILL5000IND,10.15,2023-03-19,2023-03-19
1991-10-04,WILL5000IND,10.09,2023-03-19,2023-03-19
1991-10-07,WILL5000IND,10.03,2023-03-19,2023-03-19
1991-10-08,WILL5000IND,10.06,2023-03-19,2023-03-19
1991-10-09,WILL5000IND,9.97,2023-03-19,2023-03-19
1991-10-10,WILL5000IND,10.05,2023-03-19,2023-03-19
1991-10-11,WILL5000IND,10.08,2023-03-19,2023-03-19
1991-10-14,WILL5000IND,10.2,2023-03-19,2023-03-19
1991-10-15,WILL5000IND,10.33,2023-03-19,2023-03-19
1991-10-16,WILL5000IND,10.4,2023-03-19,2023-03-19
1991-10-17,WILL5000IND,10.37,2023-03-19,2023-03-19
1991-10-18,WILL5000IND,10.39,2023-03-19,2023-03-19
1991-10-21,WILL5000IND,10.33,2023-03-19,2023-03-19
1991-10-22,WILL5000IND,10.29,2023-03-19,2023-03-19
1991-10-23,WILL5000IND,10.29,2023-03-19,2023-03-19
1991-10-24,WILL5000IND,10.21,2023-03-19,2023-03-19
1991-10-25,WILL5000IND,10.18,2023-03-19,2023-03-19
1991-10-28,WILL5000IND,10.3,2023-03-19,2023-03-19
1991-10-29,WILL5000IND,10.36,2023-03-19,2023-03-19
1991-10-30,WILL5000IND,10.42,2023-03-19,2023-03-19
1991-10-31,WILL5000IND,10.43,2023-03-19,2023-03-19
1991-11-01,WILL5000IND,10.4,2023-03-19,2023-03-19
1991-11-04,WILL5000IND,10.37,2023-03-19,2023-03-19
1991-11-05,WILL5000IND,10.35,2023-03-19,2023-03-19
1991-11-06,WILL5000IND,10.38,2023-03-19,2023-03-19
1991-11-07,WILL5000IND,10.47,2023-03-19,2023-03-19
1991-11-08,WILL5000IND,10.47,2023-03-19,2023-03-19
1991-11-11,WILL5000IND,10.49,2023-03-19,2023-03-19
1991-11-12,WILL5000IND,10.58,2023-03-19,2023-03-19
1991-11-13,WILL5000IND,10.6,2023-03-19,2023-03-19
1991-11-14,WILL5000IND,10.59,2023-03-19,2023-03-19
1991-11-15,WILL5000IND,10.22,2023-03-19,2023-03-19
1991-11-18,WILL5000IND,10.27,2023-03-19,2023-03-19
1991-11-19,WILL5000IND,10.11,2023-03-19,2023-03-19
1991-11-20,WILL5000IND,10.1,2023-03-19,2023-03-19
1991-11-21,WILL5000IND,10.14,2023-03-19,2023-03-19
1991-11-22,WILL5000IND,10.05,2023-03-19,2023-03-19
1991-11-25,WILL5000IND,10.02,2023-03-19,2023-03-19
1991-11-26,WILL5000IND,10.06,2023-03-19,2023-03-19
1991-11-27,WILL5000IND,10.04,2023-03-19,2023-03-19
1991-11-29,WILL5000IND,10.03,2023-03-19,2023-03-19
1991-12-02,WILL5000IND,10.17,2023-03-19,2023-03-19
1991-12-03,WILL5000IND,10.18,2023-03-19,2023-03-19
1991-12-04,WILL5000IND,10.16,2023-03-19,2023-03-19
1991-12-05,WILL5000IND,10.11,2023-03-19,2023-03-19
1991-12-06,WILL5000IND,10.15,2023-03-19,2023-03-19
1991-12-09,WILL5000IND,10.13,2023-03-19,2023-03-19
1991-12-10,WILL5000IND,10.12,2023-03-19,2023-03-19
1991-12-11,WILL5000IND,10.1,2023-03-19,2023-03-19
1991-12-12,WILL5000IND,10.19,2023-03-19,2023-03-19
1991-12-13,WILL5000IND,10.26,2023-03-19,2023-03-19
1991-12-16,WILL5000IND,10.28,2023-03-19,2023-03-19
1991-12-17,WILL5000IND,10.23,2023-03-19,2023-03-19
1991-12-18,WILL5000IND,10.24,2023-03-19,2023-03-19
1991-12-19,WILL5000IND,10.2,2023-03-19,2023-03-19
1991-12-20,WILL5000IND,10.3,2023-03-19,2023-03-19
1991-12-23,WILL5000IND,10.53,2023-03-19,2023-03-19
1991-12-24,WILL5000IND,10.62,2023-03-19,2023-03-19
1991-12-26,WILL5000IND,10.77,2023-03-19,2023-03-19
1991-12-27,WILL5000IND,10.84,2023-03-19,2023-03-19
1991-12-30,WILL5000IND,11.06,2023-03-19,2023-03-19
1991-12-31,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-01-02,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-01-03,WILL5000IND,11.18,2023-03-19,2023-03-19
1992-01-06,WILL5000IND,11.18,2023-03-19,2023-03-19
1992-01-07,WILL5000IND,11.19,2023-03-19,2023-03-19
1992-01-08,WILL5000IND,11.23,2023-03-19,2023-03-19
1992-01-09,WILL5000IND,11.26,2023-03-19,2023-03-19
1992-01-10,WILL5000IND,11.2,2023-03-19,2023-03-19
1992-01-13,WILL5000IND,11.18,2023-03-19,2023-03-19
1992-01-14,WILL5000IND,11.33,2023-03-19,2023-03-19
1992-01-15,WILL5000IND,11.37,2023-03-19,2023-03-19
1992-01-16,WILL5000IND,11.31,2023-03-19,2023-03-19
1992-01-17,WILL5000IND,11.32,2023-03-19,2023-03-19
1992-01-20,WILL5000IND,11.25,2023-03-19,2023-03-19
1992-01-21,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-01-22,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-01-23,WILL5000IND,11.23,2023-03-19,2023-03-19
1992-01-24,WILL5000IND,11.24,2023-03-19,2023-03-19
1992-01-27,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-01-28,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-01-29,WILL5000IND,11.11,2023-03-19,2023-03-19
1992-01-30,WILL5000IND,11.16,2023-03-19,2023-03-19
1992-01-31,WILL5000IND,11.11,2023-03-19,2023-03-19
1992-02-03,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-02-04,WILL5000IND,11.24,2023-03-19,2023-03-19
1992-02-05,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-02-06,WILL5000IND,11.28,2023-03-19,2023-03-19
1992-02-07,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-02-10,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-02-11,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-02-12,WILL5000IND,11.38,2023-03-19,2023-03-19
1992-02-13,WILL5000IND,11.28,2023-03-19,2023-03-19
1992-02-14,WILL5000IND,11.26,2023-03-19,2023-03-19
1992-02-18,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-02-19,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-02-20,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-02-21,WILL5000IND,11.21,2023-03-19,2023-03-19
1992-02-24,WILL5000IND,11.21,2023-03-19,2023-03-19
1992-02-25,WILL5000IND,11.16,2023-03-19,2023-03-19
1992-02-26,WILL5000IND,11.3,2023-03-19,2023-03-19
1992-02-27,WILL5000IND,11.28,2023-03-19,2023-03-19
1992-02-28,WILL5000IND,11.26,2023-03-19,2023-03-19
1992-03-02,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-03-03,WILL5000IND,11.28,2023-03-19,2023-03-19
1992-03-04,WILL5000IND,11.19,2023-03-19,2023-03-19
1992-03-05,WILL5000IND,11.1,2023-03-19,2023-03-19
1992-03-06,WILL5000IND,11.04,2023-03-19,2023-03-19
1992-03-09,WILL5000IND,11.05,2023-03-19,2023-03-19
1992-03-10,WILL5000IND,11.11,2023-03-19,2023-03-19
1992-03-11,WILL5000IND,11.03,2023-03-19,2023-03-19
1992-03-12,WILL5000IND,11.02,2023-03-19,2023-03-19
1992-03-13,WILL5000IND,11.07,2023-03-19,2023-03-19
1992-03-16,WILL5000IND,11.07,2023-03-19,2023-03-19
1992-03-17,WILL5000IND,11.15,2023-03-19,2023-03-19
1992-03-18,WILL5000IND,11.15,2023-03-19,2023-03-19
1992-03-19,WILL5000IND,11.17,2023-03-19,2023-03-19
1992-03-20,WILL5000IND,11.19,2023-03-19,2023-03-19
1992-03-23,WILL5000IND,11.16,2023-03-19,2023-03-19
1992-03-24,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-03-25,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-03-26,WILL5000IND,11.1,2023-03-19,2023-03-19
1992-03-27,WILL5000IND,10.99,2023-03-19,2023-03-19
1992-03-30,WILL5000IND,10.97,2023-03-19,2023-03-19
1992-03-31,WILL5000IND,10.98,2023-03-19,2023-03-19
1992-04-01,WILL5000IND,10.99,2023-03-19,2023-03-19
1992-04-02,WILL5000IND,10.88,2023-03-19,2023-03-19
1992-04-03,WILL5000IND,10.88,2023-03-19,2023-03-19
1992-04-06,WILL5000IND,10.98,2023-03-19,2023-03-19
1992-04-07,WILL5000IND,10.78,2023-03-19,2023-03-19
1992-04-08,WILL5000IND,10.67,2023-03-19,2023-03-19
1992-04-09,WILL5000IND,10.85,2023-03-19,2023-03-19
1992-04-10,WILL5000IND,10.93,2023-03-19,2023-03-19
1992-04-13,WILL5000IND,10.98,2023-03-19,2023-03-19
1992-04-14,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-04-15,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-04-16,WILL5000IND,11.19,2023-03-19,2023-03-19
1992-04-20,WILL5000IND,11.02,2023-03-19,2023-03-19
1992-04-21,WILL5000IND,11.01,2023-03-19,2023-03-19
1992-04-22,WILL5000IND,11.01,2023-03-19,2023-03-19
1992-04-23,WILL5000IND,11.03,2023-03-19,2023-03-19
1992-04-24,WILL5000IND,10.98,2023-03-19,2023-03-19
1992-04-27,WILL5000IND,10.96,2023-03-19,2023-03-19
1992-04-28,WILL5000IND,10.95,2023-03-19,2023-03-19
1992-04-29,WILL5000IND,11.03,2023-03-19,2023-03-19
1992-04-30,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-05-01,WILL5000IND,11.09,2023-03-19,2023-03-19
1992-05-04,WILL5000IND,11.2,2023-03-19,2023-03-19
1992-05-05,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-05-06,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-05-07,WILL5000IND,11.21,2023-03-19,2023-03-19
1992-05-08,WILL5000IND,11.21,2023-03-19,2023-03-19
1992-05-11,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-05-12,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-05-13,WILL5000IND,11.21,2023-03-19,2023-03-19
1992-05-14,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-05-15,WILL5000IND,11.06,2023-03-19,2023-03-19
1992-05-18,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-05-19,WILL5000IND,11.2,2023-03-19,2023-03-19
1992-05-20,WILL5000IND,11.2,2023-03-19,2023-03-19
1992-05-21,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-05-22,WILL5000IND,11.16,2023-03-19,2023-03-19
1992-05-26,WILL5000IND,11.08,2023-03-19,2023-03-19
1992-05-27,WILL5000IND,11.1,2023-03-19,2023-03-19
1992-05-28,WILL5000IND,11.2,2023-03-19,2023-03-19
1992-05-29,WILL5000IND,11.2,2023-03-19,2023-03-19
1992-06-01,WILL5000IND,11.25,2023-03-19,2023-03-19
1992-06-02,WILL5000IND,11.19,2023-03-19,2023-03-19
1992-06-03,WILL5000IND,11.21,2023-03-19,2023-03-19
1992-06-04,WILL5000IND,11.17,2023-03-19,2023-03-19
1992-06-05,WILL5000IND,11.17,2023-03-19,2023-03-19
1992-06-08,WILL5000IND,11.15,2023-03-19,2023-03-19
1992-06-09,WILL5000IND,11.06,2023-03-19,2023-03-19
1992-06-10,WILL5000IND,10.98,2023-03-19,2023-03-19
1992-06-11,WILL5000IND,11,2023-03-19,2023-03-19
1992-06-12,WILL5000IND,11.03,2023-03-19,2023-03-19
1992-06-15,WILL5000IND,11.03,2023-03-19,2023-03-19
1992-06-16,WILL5000IND,10.98,2023-03-19,2023-03-19
1992-06-17,WILL5000IND,10.81,2023-03-19,2023-03-19
1992-06-18,WILL5000IND,10.76,2023-03-19,2023-03-19
1992-06-19,WILL5000IND,10.83,2023-03-19,2023-03-19
1992-06-22,WILL5000IND,10.81,2023-03-19,2023-03-19
1992-06-23,WILL5000IND,10.84,2023-03-19,2023-03-19
1992-06-24,WILL5000IND,10.83,2023-03-19,2023-03-19
1992-06-25,WILL5000IND,10.81,2023-03-19,2023-03-19
1992-06-26,WILL5000IND,10.81,2023-03-19,2023-03-19
1992-06-29,WILL5000IND,10.96,2023-03-19,2023-03-19
1992-06-30,WILL5000IND,10.97,2023-03-19,2023-03-19
1992-07-01,WILL5000IND,11.09,2023-03-19,2023-03-19
1992-07-02,WILL5000IND,11.06,2023-03-19,2023-03-19
1992-07-06,WILL5000IND,11.11,2023-03-19,2023-03-19
1992-07-07,WILL5000IND,10.99,2023-03-19,2023-03-19
1992-07-08,WILL5000IND,11.01,2023-03-19,2023-03-19
1992-07-09,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-07-10,WILL5000IND,11.14,2023-03-19,2023-03-19
1992-07-13,WILL5000IND,11.16,2023-03-19,2023-03-19
1992-07-14,WILL5000IND,11.23,2023-03-19,2023-03-19
1992-07-15,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-07-16,WILL5000IND,11.23,2023-03-19,2023-03-19
1992-07-17,WILL5000IND,11.17,2023-03-19,2023-03-19
1992-07-20,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-07-21,WILL5000IND,11.14,2023-03-19,2023-03-19
1992-07-22,WILL5000IND,11.06,2023-03-19,2023-03-19
1992-07-23,WILL5000IND,11.09,2023-03-19,2023-03-19
1992-07-24,WILL5000IND,11.09,2023-03-19,2023-03-19
1992-07-27,WILL5000IND,11.09,2023-03-19,2023-03-19
1992-07-28,WILL5000IND,11.23,2023-03-19,2023-03-19
1992-07-29,WILL5000IND,11.35,2023-03-19,2023-03-19
1992-07-30,WILL5000IND,11.4,2023-03-19,2023-03-19
1992-07-31,WILL5000IND,11.41,2023-03-19,2023-03-19
1992-08-03,WILL5000IND,11.44,2023-03-19,2023-03-19
1992-08-04,WILL5000IND,11.43,2023-03-19,2023-03-19
1992-08-05,WILL5000IND,11.37,2023-03-19,2023-03-19
1992-08-06,WILL5000IND,11.34,2023-03-19,2023-03-19
1992-08-07,WILL5000IND,11.31,2023-03-19,2023-03-19
1992-08-10,WILL5000IND,11.31,2023-03-19,2023-03-19
1992-08-11,WILL5000IND,11.3,2023-03-19,2023-03-19
1992-08-12,WILL5000IND,11.26,2023-03-19,2023-03-19
1992-08-13,WILL5000IND,11.26,2023-03-19,2023-03-19
1992-08-14,WILL5000IND,11.32,2023-03-19,2023-03-19
1992-08-17,WILL5000IND,11.34,2023-03-19,2023-03-19
1992-08-18,WILL5000IND,11.35,2023-03-19,2023-03-19
1992-08-19,WILL5000IND,11.28,2023-03-19,2023-03-19
1992-08-20,WILL5000IND,11.28,2023-03-19,2023-03-19
1992-08-21,WILL5000IND,11.19,2023-03-19,2023-03-19
1992-08-24,WILL5000IND,11.07,2023-03-19,2023-03-19
1992-08-25,WILL5000IND,11.08,2023-03-19,2023-03-19
1992-08-26,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-08-27,WILL5000IND,11.16,2023-03-19,2023-03-19
1992-08-28,WILL5000IND,11.18,2023-03-19,2023-03-19
1992-08-31,WILL5000IND,11.17,2023-03-19,2023-03-19
1992-09-01,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-09-02,WILL5000IND,11.28,2023-03-19,2023-03-19
1992-09-03,WILL5000IND,11.3,2023-03-19,2023-03-19
1992-09-04,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-09-08,WILL5000IND,11.21,2023-03-19,2023-03-19
1992-09-09,WILL5000IND,11.26,2023-03-19,2023-03-19
1992-09-10,WILL5000IND,11.35,2023-03-19,2023-03-19
1992-09-11,WILL5000IND,11.35,2023-03-19,2023-03-19
1992-09-14,WILL5000IND,11.51,2023-03-19,2023-03-19
1992-09-15,WILL5000IND,11.39,2023-03-19,2023-03-19
1992-09-16,WILL5000IND,11.38,2023-03-19,2023-03-19
1992-09-17,WILL5000IND,11.38,2023-03-19,2023-03-19
1992-09-18,WILL5000IND,11.44,2023-03-19,2023-03-19
1992-09-21,WILL5000IND,11.42,2023-03-19,2023-03-19
1992-09-22,WILL5000IND,11.31,2023-03-19,2023-03-19
1992-09-23,WILL5000IND,11.3,2023-03-19,2023-03-19
1992-09-24,WILL5000IND,11.34,2023-03-19,2023-03-19
1992-09-25,WILL5000IND,11.22,2023-03-19,2023-03-19
1992-09-28,WILL5000IND,11.26,2023-03-19,2023-03-19
1992-09-29,WILL5000IND,11.27,2023-03-19,2023-03-19
1992-09-30,WILL5000IND,11.31,2023-03-19,2023-03-19
1992-10-01,WILL5000IND,11.26,2023-03-19,2023-03-19
1992-10-02,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-10-05,WILL5000IND,11.03,2023-03-19,2023-03-19
1992-10-06,WILL5000IND,11.05,2023-03-19,2023-03-19
1992-10-07,WILL5000IND,10.99,2023-03-19,2023-03-19
1992-10-08,WILL5000IND,11.08,2023-03-19,2023-03-19
1992-10-09,WILL5000IND,10.96,2023-03-19,2023-03-19
1992-10-12,WILL5000IND,11.06,2023-03-19,2023-03-19
1992-10-13,WILL5000IND,11.11,2023-03-19,2023-03-19
1992-10-14,WILL5000IND,11.12,2023-03-19,2023-03-19
1992-10-15,WILL5000IND,11.13,2023-03-19,2023-03-19
1992-10-16,WILL5000IND,11.18,2023-03-19,2023-03-19
1992-10-19,WILL5000IND,11.28,2023-03-19,2023-03-19
1992-10-20,WILL5000IND,11.3,2023-03-19,2023-03-19
1992-10-21,WILL5000IND,11.32,2023-03-19,2023-03-19
1992-10-22,WILL5000IND,11.3,2023-03-19,2023-03-19
1992-10-23,WILL5000IND,11.29,2023-03-19,2023-03-19
1992-10-26,WILL5000IND,11.38,2023-03-19,2023-03-19
1992-10-27,WILL5000IND,11.39,2023-03-19,2023-03-19
1992-10-28,WILL5000IND,11.45,2023-03-19,2023-03-19
1992-10-29,WILL5000IND,11.48,2023-03-19,2023-03-19
1992-10-30,WILL5000IND,11.44,2023-03-19,2023-03-19
1992-11-02,WILL5000IND,11.54,2023-03-19,2023-03-19
1992-11-03,WILL5000IND,11.48,2023-03-19,2023-03-19
1992-11-04,WILL5000IND,11.43,2023-03-19,2023-03-19
1992-11-05,WILL5000IND,11.48,2023-03-19,2023-03-19
1992-11-06,WILL5000IND,11.48,2023-03-19,2023-03-19
1992-11-09,WILL5000IND,11.52,2023-03-19,2023-03-19
1992-11-10,WILL5000IND,11.54,2023-03-19,2023-03-19
1992-11-11,WILL5000IND,11.64,2023-03-19,2023-03-19
1992-11-12,WILL5000IND,11.65,2023-03-19,2023-03-19
1992-11-13,WILL5000IND,11.65,2023-03-19,2023-03-19
1992-11-16,WILL5000IND,11.61,2023-03-19,2023-03-19
1992-11-17,WILL5000IND,11.56,2023-03-19,2023-03-19
1992-11-18,WILL5000IND,11.65,2023-03-19,2023-03-19
1992-11-19,WILL5000IND,11.68,2023-03-19,2023-03-19
1992-11-20,WILL5000IND,11.77,2023-03-19,2023-03-19
1992-11-23,WILL5000IND,11.73,2023-03-19,2023-03-19
1992-11-24,WILL5000IND,11.8,2023-03-19,2023-03-19
1992-11-25,WILL5000IND,11.85,2023-03-19,2023-03-19
1992-11-27,WILL5000IND,11.88,2023-03-19,2023-03-19
1992-11-30,WILL5000IND,11.92,2023-03-19,2023-03-19
1992-12-01,WILL5000IND,11.92,2023-03-19,2023-03-19
1992-12-02,WILL5000IND,11.89,2023-03-19,2023-03-19
1992-12-03,WILL5000IND,11.9,2023-03-19,2023-03-19
1992-12-04,WILL5000IND,11.97,2023-03-19,2023-03-19
1992-12-07,WILL5000IND,12.04,2023-03-19,2023-03-19
1992-12-08,WILL5000IND,12.08,2023-03-19,2023-03-19
1992-12-09,WILL5000IND,12.05,2023-03-19,2023-03-19
1992-12-10,WILL5000IND,12.01,2023-03-19,2023-03-19
1992-12-11,WILL5000IND,11.99,2023-03-19,2023-03-19
1992-12-14,WILL5000IND,11.97,2023-03-19,2023-03-19
1992-12-15,WILL5000IND,11.95,2023-03-19,2023-03-19
1992-12-16,WILL5000IND,11.91,2023-03-19,2023-03-19
1992-12-17,WILL5000IND,12.02,2023-03-19,2023-03-19
1992-12-18,WILL5000IND,12.15,2023-03-19,2023-03-19
1992-12-21,WILL5000IND,12.14,2023-03-19,2023-03-19
1992-12-22,WILL5000IND,12.13,2023-03-19,2023-03-19
1992-12-23,WILL5000IND,12.12,2023-03-19,2023-03-19
1992-12-24,WILL5000IND,12.14,2023-03-19,2023-03-19
1992-12-28,WILL5000IND,12.13,2023-03-19,2023-03-19
1992-12-29,WILL5000IND,12.13,2023-03-19,2023-03-19
1992-12-30,WILL5000IND,12.16,2023-03-19,2023-03-19
1992-12-31,WILL5000IND,12.13,2023-03-19,2023-03-19
1993-01-04,WILL5000IND,12.1,2023-03-19,2023-03-19
1993-01-05,WILL5000IND,12.08,2023-03-19,2023-03-19
1993-01-06,WILL5000IND,12.1,2023-03-19,2023-03-19
1993-01-07,WILL5000IND,12,2023-03-19,2023-03-19
1993-01-08,WILL5000IND,11.96,2023-03-19,2023-03-19
1993-01-11,WILL5000IND,12.01,2023-03-19,2023-03-19
1993-01-12,WILL5000IND,12.01,2023-03-19,2023-03-19
1993-01-13,WILL5000IND,12.07,2023-03-19,2023-03-19
1993-01-14,WILL5000IND,12.16,2023-03-19,2023-03-19
1993-01-15,WILL5000IND,12.21,2023-03-19,2023-03-19
1993-01-18,WILL5000IND,12.21,2023-03-19,2023-03-19
1993-01-19,WILL5000IND,12.18,2023-03-19,2023-03-19
1993-01-20,WILL5000IND,12.15,2023-03-19,2023-03-19
1993-01-21,WILL5000IND,12.2,2023-03-19,2023-03-19
1993-01-22,WILL5000IND,12.23,2023-03-19,2023-03-19
1993-01-25,WILL5000IND,12.32,2023-03-19,2023-03-19
1993-01-26,WILL5000IND,12.33,2023-03-19,2023-03-19
1993-01-27,WILL5000IND,12.26,2023-03-19,2023-03-19
1993-01-28,WILL5000IND,12.26,2023-03-19,2023-03-19
1993-01-29,WILL5000IND,12.28,2023-03-19,2023-03-19
1993-02-01,WILL5000IND,12.38,2023-03-19,2023-03-19
1993-02-02,WILL5000IND,12.4,2023-03-19,2023-03-19
1993-02-03,WILL5000IND,12.52,2023-03-19,2023-03-19
1993-02-04,WILL5000IND,12.59,2023-03-19,2023-03-19
1993-02-05,WILL5000IND,12.55,2023-03-19,2023-03-19
1993-02-08,WILL5000IND,12.53,2023-03-19,2023-03-19
1993-02-09,WILL5000IND,12.45,2023-03-19,2023-03-19
1993-02-10,WILL5000IND,12.47,2023-03-19,2023-03-19
1993-02-11,WILL5000IND,12.51,2023-03-19,2023-03-19
1993-02-12,WILL5000IND,12.44,2023-03-19,2023-03-19
1993-02-16,WILL5000IND,12.1,2023-03-19,2023-03-19
1993-02-17,WILL5000IND,12.05,2023-03-19,2023-03-19
1993-02-18,WILL5000IND,12.03,2023-03-19,2023-03-19
1993-02-19,WILL5000IND,12.09,2023-03-19,2023-03-19
1993-02-22,WILL5000IND,12.07,2023-03-19,2023-03-19
1993-02-23,WILL5000IND,12.06,2023-03-19,2023-03-19
1993-02-24,WILL5000IND,12.24,2023-03-19,2023-03-19
1993-02-25,WILL5000IND,12.29,2023-03-19,2023-03-19
1993-02-26,WILL5000IND,12.33,2023-03-19,2023-03-19
1993-03-01,WILL5000IND,12.31,2023-03-19,2023-03-19
1993-03-02,WILL5000IND,12.46,2023-03-19,2023-03-19
1993-03-03,WILL5000IND,12.52,2023-03-19,2023-03-19
1993-03-04,WILL5000IND,12.47,2023-03-19,2023-03-19
1993-03-05,WILL5000IND,12.45,2023-03-19,2023-03-19
1993-03-08,WILL5000IND,12.65,2023-03-19,2023-03-19
1993-03-09,WILL5000IND,12.66,2023-03-19,2023-03-19
1993-03-10,WILL5000IND,12.72,2023-03-19,2023-03-19
1993-03-11,WILL5000IND,12.68,2023-03-19,2023-03-19
1993-03-12,WILL5000IND,12.59,2023-03-19,2023-03-19
1993-03-15,WILL5000IND,12.63,2023-03-19,2023-03-19
1993-03-16,WILL5000IND,12.62,2023-03-19,2023-03-19
1993-03-17,WILL5000IND,12.54,2023-03-19,2023-03-19
1993-03-18,WILL5000IND,12.62,2023-03-19,2023-03-19
1993-03-19,WILL5000IND,12.56,2023-03-19,2023-03-19
1993-03-22,WILL5000IND,12.51,2023-03-19,2023-03-19
1993-03-23,WILL5000IND,12.5,2023-03-19,2023-03-19
1993-03-24,WILL5000IND,12.48,2023-03-19,2023-03-19
1993-03-25,WILL5000IND,12.56,2023-03-19,2023-03-19
1993-03-26,WILL5000IND,12.52,2023-03-19,2023-03-19
1993-03-29,WILL5000IND,12.57,2023-03-19,2023-03-19
1993-03-30,WILL5000IND,12.62,2023-03-19,2023-03-19
1993-03-31,WILL5000IND,12.64,2023-03-19,2023-03-19
1993-04-01,WILL5000IND,12.6,2023-03-19,2023-03-19
1993-04-02,WILL5000IND,12.35,2023-03-19,2023-03-19
1993-04-05,WILL5000IND,12.36,2023-03-19,2023-03-19
1993-04-06,WILL5000IND,12.31,2023-03-19,2023-03-19
1993-04-07,WILL5000IND,12.35,2023-03-19,2023-03-19
1993-04-08,WILL5000IND,12.33,2023-03-19,2023-03-19
1993-04-12,WILL5000IND,12.49,2023-03-19,2023-03-19
1993-04-13,WILL5000IND,12.53,2023-03-19,2023-03-19
1993-04-14,WILL5000IND,12.52,2023-03-19,2023-03-19
1993-04-15,WILL5000IND,12.5,2023-03-19,2023-03-19
1993-04-16,WILL5000IND,12.51,2023-03-19,2023-03-19
1993-04-19,WILL5000IND,12.46,2023-03-19,2023-03-19
1993-04-20,WILL5000IND,12.4,2023-03-19,2023-03-19
1993-04-21,WILL5000IND,12.38,2023-03-19,2023-03-19
1993-04-22,WILL5000IND,12.29,2023-03-19,2023-03-19
1993-04-23,WILL5000IND,12.22,2023-03-19,2023-03-19
1993-04-26,WILL5000IND,12.09,2023-03-19,2023-03-19
1993-04-27,WILL5000IND,12.2,2023-03-19,2023-03-19
1993-04-28,WILL5000IND,12.22,2023-03-19,2023-03-19
1993-04-29,WILL5000IND,12.25,2023-03-19,2023-03-19
1993-04-30,WILL5000IND,12.3,2023-03-19,2023-03-19
1993-05-03,WILL5000IND,12.36,2023-03-19,2023-03-19
1993-05-04,WILL5000IND,12.44,2023-03-19,2023-03-19
1993-05-05,WILL5000IND,12.48,2023-03-19,2023-03-19
